Temperature,Humidity,Pressure,Wind Speed,Month,PM25_Concentration
11.0,55.0,1012.0,4.68,5,31.0
11.0,55.0,1012.0,4.68,5,45.0
11.0,55.0,1012.0,4.68,5,48.0
11.0,55.0,1012.0,7.56,5,36.0
11.0,55.0,1012.0,7.56,5,34.0
11.0,55.0,1012.0,7.56,5,42.0
11.0,55.0,1012.0,7.56,5,40.0
11.0,52.0,1011.0,3.6,5,34.0
11.0,52.0,1011.0,3.6,5,27.0
11.0,52.0,1011.0,3.6,5,31.0
11.0,52.0,1011.0,3.6,5,42.0
11.0,51.0,1011.0,7.92,5,57.0
11.0,51.0,1011.0,7.92,5,47.0
11.0,51.0,1011.0,7.92,5,54.0
11.0,51.0,1011.0,7.92,5,39.0
13.0,45.0,1010.0,6.48,5,56.0
13.0,45.0,1010.0,6.48,5,66.0
13.0,45.0,1010.0,6.48,5,67.0
13.0,45.0,1010.0,6.48,5,64.0
15.0,36.0,1010.0,15.48,5,60.0
15.0,36.0,1010.0,15.48,5,75.0
15.0,36.0,1010.0,15.48,5,78.0
15.0,36.0,1010.0,15.48,5,88.0
17.0,35.0,1009.0,16.92,5,77.0
17.0,35.0,1009.0,16.92,5,76.0
17.0,35.0,1009.0,16.92,5,104.0
19.0,34.0,1007.0,11.88,5,91.0
19.0,34.0,1007.0,11.88,5,61.0
19.0,34.0,1007.0,11.88,5,79.0
19.0,34.0,1007.0,11.88,5,122.0
21.0,29.0,1006.0,18.72,5,62.0
21.0,29.0,1006.0,18.72,5,64.0
21.0,29.0,1006.0,18.72,5,167.0
23.0,20.0,1004.0,26.64,5,88.0
23.0,20.0,1004.0,26.64,5,56.0
23.0,20.0,1004.0,26.64,5,63.0
23.0,20.0,1004.0,26.64,5,116.0
23.0,18.0,1003.0,29.52,5,87.0
23.0,18.0,1003.0,29.52,5,56.0
23.0,18.0,1003.0,29.52,5,65.0
23.0,18.0,1003.0,29.52,5,121.0
21.0,23.0,1005.0,17.28,5,98.0
21.0,23.0,1005.0,17.28,5,53.0
21.0,23.0,1005.0,17.28,5,43.0
21.0,23.0,1005.0,17.28,5,113.0
22.0,24.0,1004.0,6.48,5,43.0
22.0,24.0,1004.0,6.48,5,31.0
22.0,24.0,1004.0,6.48,5,27.0
22.0,24.0,1004.0,6.48,5,90.0
22.0,19.0,1004.0,12.96,5,43.0
22.0,19.0,1004.0,12.96,5,30.0
22.0,19.0,1004.0,12.96,5,20.0
22.0,19.0,1004.0,12.96,5,59.0
22.0,13.0,1005.0,11.88,5,50.0
22.0,13.0,1005.0,11.88,5,31.0
22.0,13.0,1005.0,11.88,5,38.0
22.0,13.0,1005.0,11.88,5,66.0
20.0,11.0,1006.0,18.0,5,63.0
20.0,11.0,1006.0,18.0,5,36.0
20.0,11.0,1006.0,18.0,5,28.0
20.0,11.0,1006.0,18.0,5,95.0
18.0,13.0,1007.0,26.28,5,79.0
18.0,13.0,1007.0,26.28,5,50.0
18.0,13.0,1007.0,26.28,5,36.0
18.0,13.0,1007.0,26.28,5,104.0
17.0,16.0,1009.0,32.4,5,58.0
17.0,16.0,1009.0,32.4,5,31.0
17.0,16.0,1009.0,32.4,5,48.0
17.0,16.0,1009.0,32.4,5,117.0
15.0,19.0,1012.0,31.32,5,42.0
15.0,19.0,1012.0,31.32,5,20.0
15.0,19.0,1012.0,31.32,5,36.0
15.0,19.0,1012.0,31.32,5,96.0
14.0,18.0,1013.0,24.12,5,44.0
14.0,18.0,1013.0,24.12,5,28.0
14.0,18.0,1013.0,24.12,5,21.0
14.0,18.0,1013.0,24.12,5,50.0
13.0,22.0,1014.0,19.08,5,45.0
13.0,22.0,1014.0,19.08,5,30.0
13.0,22.0,1014.0,19.08,5,21.0
13.0,22.0,1014.0,19.08,5,50.0
12.0,25.0,1014.0,9.72,5,51.0
12.0,25.0,1014.0,9.72,5,33.0
12.0,25.0,1014.0,9.72,5,32.0
12.0,25.0,1014.0,9.72,5,48.0
12.0,28.0,1014.0,18.0,5,39.0
12.0,28.0,1014.0,18.0,5,29.0
12.0,28.0,1014.0,18.0,5,27.0
12.0,28.0,1014.0,18.0,5,52.0
11.0,28.0,1014.0,17.28,5,35.0
11.0,28.0,1014.0,17.28,5,30.0
11.0,28.0,1014.0,17.28,5,23.0
11.0,28.0,1014.0,17.28,5,39.0
10.0,27.0,1014.0,10.44,5,33.0
10.0,27.0,1014.0,10.44,5,24.0
10.0,27.0,1014.0,10.44,5,20.0
10.0,27.0,1014.0,10.44,5,35.0
10.0,27.0,1014.0,14.76,5,34.0
10.0,27.0,1014.0,14.76,5,30.0
10.0,27.0,1014.0,14.76,5,22.0
10.0,27.0,1014.0,14.76,5,50.0
9.0,27.0,1014.0,9.0,5,40.0
9.0,27.0,1014.0,9.0,5,33.0
9.0,27.0,1014.0,9.0,5,23.0
9.0,27.0,1014.0,9.0,5,38.0
10.0,26.0,1014.0,9.72,5,47.0
10.0,26.0,1014.0,9.72,5,35.0
10.0,26.0,1014.0,9.72,5,34.0
10.0,26.0,1014.0,9.72,5,41.0
11.0,21.0,1014.0,10.44,5,51.0
11.0,21.0,1014.0,10.44,5,35.0
11.0,21.0,1014.0,10.44,5,33.0
11.0,21.0,1014.0,10.44,5,46.0
12.0,18.0,1014.0,18.0,5,54.0
12.0,18.0,1014.0,18.0,5,34.0
12.0,18.0,1014.0,18.0,5,29.0
12.0,18.0,1014.0,18.0,5,51.0
13.0,14.0,1014.0,25.56,5,42.0
13.0,14.0,1014.0,25.56,5,28.0
13.0,14.0,1014.0,25.56,5,31.0
13.0,14.0,1014.0,25.56,5,51.0
14.0,12.0,1013.0,16.56,5,50.0
14.0,12.0,1013.0,16.56,5,28.0
14.0,12.0,1013.0,16.56,5,31.0
14.0,12.0,1013.0,16.56,5,59.0
15.0,9.0,1013.0,22.68,5,55.0
15.0,9.0,1013.0,22.68,5,20.0
15.0,9.0,1013.0,22.68,5,25.0
15.0,9.0,1013.0,22.68,5,57.0
16.0,9.0,1013.0,17.64,5,51.0
16.0,9.0,1013.0,17.64,5,15.0
16.0,9.0,1013.0,17.64,5,21.0
16.0,9.0,1013.0,17.64,5,56.0
17.0,9.0,1013.0,25.56,5,46.0
17.0,9.0,1013.0,25.56,5,28.0
17.0,9.0,1013.0,25.56,5,17.0
17.0,9.0,1013.0,25.56,5,46.0
17.0,9.0,1013.0,21.96,5,33.0
17.0,9.0,1013.0,21.96,5,30.0
17.0,9.0,1013.0,21.96,5,25.0
17.0,9.0,1013.0,21.96,5,50.0
17.0,8.0,1013.0,24.84,5,34.0
17.0,8.0,1013.0,24.84,5,24.0
17.0,8.0,1013.0,24.84,5,9.0
17.0,8.0,1013.0,24.84,5,52.0
17.0,9.0,1013.0,26.28,5,28.0
17.0,9.0,1013.0,26.28,5,9.0
17.0,9.0,1013.0,26.28,5,17.0
17.0,9.0,1013.0,26.28,5,49.0
17.0,10.0,1014.0,18.36,5,30.0
17.0,10.0,1014.0,18.36,5,6.0
17.0,10.0,1014.0,18.36,5,11.0
17.0,10.0,1014.0,18.36,5,43.0
17.0,11.0,1014.0,10.8,5,36.0
17.0,11.0,1014.0,10.8,5,10.0
17.0,11.0,1014.0,10.8,5,8.0
17.0,11.0,1014.0,10.8,5,43.0
15.0,13.0,1014.0,9.0,5,28.0
15.0,13.0,1014.0,9.0,5,16.0
15.0,13.0,1014.0,9.0,5,11.0
15.0,13.0,1014.0,9.0,5,32.0
14.0,15.0,1015.0,6.12,5,27.0
14.0,15.0,1015.0,6.12,5,11.0
14.0,15.0,1015.0,6.12,5,10.0
14.0,15.0,1015.0,6.12,5,26.0
12.0,23.0,1015.0,2.52,5,32.0
12.0,23.0,1015.0,2.52,5,14.0
12.0,23.0,1015.0,2.52,5,14.0
12.0,23.0,1015.0,2.52,5,31.0
10.0,31.0,1015.0,1.44,5,32.0
10.0,31.0,1015.0,1.44,5,20.0
10.0,31.0,1015.0,1.44,5,19.0
10.0,31.0,1015.0,1.44,5,32.0
10.0,33.0,1015.0,4.68,5,39.0
10.0,33.0,1015.0,4.68,5,27.0
10.0,33.0,1015.0,4.68,5,22.0
10.0,33.0,1015.0,4.68,5,46.0
8.0,40.0,1015.0,2.52,5,21.0
8.0,40.0,1015.0,2.52,5,40.0
8.0,40.0,1015.0,2.52,5,98.0
8.0,42.0,1015.0,2.52,5,59.0
8.0,42.0,1015.0,2.52,5,42.0
8.0,42.0,1015.0,2.52,5,67.0
6.0,49.0,1014.0,2.52,5,66.0
6.0,49.0,1014.0,2.52,5,53.0
6.0,49.0,1014.0,2.52,5,82.0
7.0,45.0,1014.0,1.44,5,68.0
7.0,45.0,1014.0,1.44,5,51.0
7.0,45.0,1014.0,1.44,5,65.0
8.0,43.0,1014.0,3.6,5,58.0
8.0,43.0,1014.0,3.6,5,72.0
8.0,43.0,1014.0,3.6,5,63.0
8.0,43.0,1014.0,3.6,5,85.0
9.0,34.0,1015.0,7.56,5,38.0
9.0,34.0,1015.0,7.56,5,41.0
9.0,34.0,1015.0,7.56,5,45.0
9.0,34.0,1015.0,7.56,5,63.0
10.0,31.0,1016.0,7.92,5,31.0
10.0,31.0,1016.0,7.92,5,32.0
10.0,31.0,1016.0,7.92,5,39.0
10.0,31.0,1016.0,7.92,5,48.0
12.0,19.0,1016.0,14.04,5,35.0
12.0,19.0,1016.0,14.04,5,24.0
12.0,19.0,1016.0,14.04,5,26.0
12.0,19.0,1016.0,14.04,5,36.0
13.0,14.0,1016.0,13.68,5,34.0
13.0,14.0,1016.0,13.68,5,22.0
13.0,14.0,1016.0,13.68,5,32.0
13.0,14.0,1016.0,13.68,5,44.0
14.0,12.0,1017.0,18.36,5,40.0
14.0,12.0,1017.0,18.36,5,22.0
14.0,12.0,1017.0,18.36,5,5.0
14.0,12.0,1017.0,18.36,5,49.0
15.0,12.0,1017.0,11.52,5,40.0
15.0,12.0,1017.0,11.52,5,24.0
15.0,12.0,1017.0,11.52,5,16.0
15.0,12.0,1017.0,11.52,5,35.0
16.0,11.0,1016.0,12.6,5,43.0
16.0,11.0,1016.0,12.6,5,17.0
16.0,11.0,1016.0,12.6,5,12.0
16.0,11.0,1016.0,12.6,5,39.0
17.0,11.0,1015.0,16.92,5,28.0
17.0,11.0,1015.0,16.92,5,14.0
17.0,11.0,1015.0,16.92,5,13.0
17.0,11.0,1015.0,16.92,5,52.0
18.0,10.0,1014.0,5.04,5,17.0
18.0,10.0,1014.0,5.04,5,3.0
18.0,10.0,1014.0,5.04,5,31.0
19.0,11.0,1013.0,16.2,5,16.0
19.0,11.0,1013.0,16.2,5,343.0
19.0,11.0,1013.0,16.2,5,9.0
19.0,11.0,1013.0,16.2,5,39.0
19.0,13.0,1012.0,11.88,5,19.0
19.0,13.0,1012.0,11.88,5,8.0
19.0,13.0,1012.0,11.88,5,36.0
19.0,12.0,1011.0,12.6,5,23.0
19.0,12.0,1011.0,12.6,5,15.0
19.0,12.0,1011.0,12.6,5,33.0
20.0,14.0,1011.0,13.32,5,36.0
20.0,14.0,1011.0,13.32,5,14.0
20.0,14.0,1011.0,13.32,5,33.0
19.0,15.0,1011.0,21.6,5,34.0
19.0,15.0,1011.0,21.6,5,24.0
19.0,15.0,1011.0,21.6,5,38.0
18.0,16.0,1011.0,13.32,5,34.0
18.0,16.0,1011.0,13.32,5,22.0
18.0,16.0,1011.0,13.32,5,32.0
16.0,19.0,1011.0,5.76,5,30.0
16.0,19.0,1011.0,5.76,5,21.0
16.0,19.0,1011.0,5.76,5,39.0
15.0,22.0,1012.0,5.04,5,39.0
15.0,22.0,1012.0,5.04,5,23.0
15.0,22.0,1012.0,5.04,5,38.0
15.0,24.0,1012.0,9.0,5,42.0
15.0,24.0,1012.0,9.0,5,28.0
15.0,24.0,1012.0,9.0,5,34.0
14.0,27.0,1011.0,8.64,5,50.0
14.0,27.0,1011.0,8.64,5,45.0
14.0,27.0,1011.0,8.64,5,50.0
12.0,32.0,1011.0,3.96,5,54.0
12.0,32.0,1011.0,3.96,5,53.0
12.0,32.0,1011.0,3.96,5,59.0
11.0,38.0,1010.0,2.88,5,58.0
11.0,38.0,1010.0,2.88,5,52.0
11.0,38.0,1010.0,2.88,5,59.0
11.0,38.0,1010.0,7.92,5,56.0
11.0,38.0,1010.0,7.92,5,53.0
11.0,38.0,1010.0,7.92,5,56.0
11.0,39.0,1009.0,7.56,5,55.0
11.0,39.0,1009.0,7.56,5,62.0
11.0,39.0,1009.0,7.56,5,63.0
10.0,46.0,1009.0,5.4,5,65.0
10.0,46.0,1009.0,5.4,5,81.0
10.0,46.0,1009.0,5.4,5,72.0
10.0,49.0,1008.0,5.4,5,70.0
10.0,49.0,1008.0,5.4,5,68.0
10.0,49.0,1008.0,5.4,5,71.0
10.0,52.0,1008.0,4.68,5,70.0
10.0,52.0,1008.0,4.68,5,75.0
12.0,49.0,1007.0,7.2,5,66.0
12.0,49.0,1007.0,7.2,5,71.0
14.0,42.0,1007.0,6.12,5,66.0
14.0,42.0,1007.0,6.12,5,61.0
14.0,39.0,1007.0,7.92,5,118.0
14.0,39.0,1007.0,7.92,5,66.0
14.0,39.0,1007.0,7.92,5,54.0
14.0,39.0,1007.0,7.92,5,93.0
16.0,37.0,1006.0,9.36,5,68.0
16.0,37.0,1006.0,9.36,5,57.0
16.0,37.0,1006.0,9.36,5,97.0
17.0,34.0,1006.0,10.44,5,71.0
17.0,34.0,1006.0,10.44,5,72.0
17.0,34.0,1006.0,10.44,5,61.0
17.0,34.0,1006.0,10.44,5,110.0
20.0,37.0,1011.0,11.88,5,62.0
20.0,37.0,1011.0,11.88,5,47.0
20.0,37.0,1011.0,11.88,5,49.0
20.0,37.0,1011.0,11.88,5,58.0
21.0,36.0,1010.0,12.96,5,87.0
21.0,36.0,1010.0,12.96,5,62.0
21.0,36.0,1010.0,12.96,5,49.0
21.0,36.0,1010.0,12.96,5,58.0
21.0,36.0,1010.0,12.96,5,100.0
21.0,36.0,1010.0,12.96,5,73.0
21.0,36.0,1010.0,12.96,5,53.0
21.0,36.0,1010.0,12.96,5,65.0
22.0,32.0,1009.0,18.72,5,78.0
22.0,32.0,1009.0,18.72,5,86.0
22.0,32.0,1009.0,18.72,5,41.0
22.0,32.0,1009.0,18.72,5,62.0
22.0,29.0,1008.0,11.16,5,67.0
22.0,29.0,1008.0,11.16,5,73.0
22.0,29.0,1008.0,11.16,5,53.0
22.0,29.0,1008.0,11.16,5,79.0
23.0,28.0,1007.0,11.52,5,66.0
23.0,28.0,1007.0,11.52,5,63.0
23.0,28.0,1007.0,11.52,5,69.0
23.0,28.0,1007.0,11.52,5,74.0
21.0,0.0,1008.0,11.52,5,64.0
21.0,0.0,1008.0,11.52,5,70.0
21.0,0.0,1008.0,11.52,5,59.0
21.0,0.0,1008.0,11.52,5,67.0
21.0,34.0,1008.0,11.16,5,69.0
21.0,34.0,1008.0,11.16,5,63.0
21.0,34.0,1008.0,11.16,5,68.0
21.0,34.0,1008.0,11.16,5,80.0
19.0,37.0,1009.0,11.16,5,62.0
19.0,37.0,1009.0,11.16,5,63.0
19.0,37.0,1009.0,11.16,5,57.0
19.0,37.0,1009.0,11.16,5,63.0
18.0,41.0,1010.0,9.72,5,52.0
18.0,41.0,1010.0,9.72,5,58.0
18.0,41.0,1010.0,9.72,5,53.0
18.0,41.0,1010.0,9.72,5,63.0
17.0,0.0,1010.0,5.76,5,64.0
17.0,0.0,1010.0,5.76,5,64.0
17.0,0.0,1010.0,5.76,5,50.0
17.0,0.0,1010.0,5.76,5,70.0
17.0,44.0,1010.0,5.76,5,72.0
17.0,44.0,1010.0,5.76,5,66.0
17.0,44.0,1010.0,5.76,5,61.0
17.0,44.0,1010.0,5.76,5,70.0
17.0,46.0,1011.0,7.56,5,71.0
17.0,46.0,1011.0,7.56,5,72.0
17.0,46.0,1011.0,7.56,5,63.0
17.0,46.0,1011.0,7.56,5,84.0
16.0,49.0,1011.0,6.84,5,62.0
16.0,49.0,1011.0,6.84,5,57.0
16.0,49.0,1011.0,6.84,5,54.0
16.0,49.0,1011.0,6.84,5,65.0
16.0,48.0,1011.0,6.48,5,62.0
16.0,48.0,1011.0,6.48,5,62.0
16.0,48.0,1011.0,6.48,5,59.0
16.0,48.0,1011.0,6.48,5,65.0
16.0,46.0,1011.0,7.2,5,64.0
16.0,46.0,1011.0,7.2,5,68.0
16.0,46.0,1011.0,7.2,5,65.0
16.0,46.0,1011.0,7.2,5,70.0
16.0,48.0,1011.0,8.64,5,67.0
16.0,48.0,1011.0,8.64,5,80.0
16.0,48.0,1011.0,8.64,5,64.0
16.0,48.0,1011.0,8.64,5,70.0
16.0,44.0,1010.0,11.52,5,79.0
16.0,44.0,1010.0,11.52,5,83.0
16.0,44.0,1010.0,11.52,5,58.0
16.0,44.0,1010.0,11.52,5,75.0
16.0,45.0,1011.0,8.64,5,84.0
16.0,45.0,1011.0,8.64,5,78.0
16.0,45.0,1011.0,8.64,5,64.0
16.0,45.0,1011.0,8.64,5,90.0
16.0,45.0,1011.0,11.88,5,77.0
16.0,45.0,1011.0,11.88,5,82.0
16.0,45.0,1011.0,11.88,5,78.0
16.0,45.0,1011.0,11.88,5,91.0
16.0,48.0,1011.0,16.2,5,78.0
16.0,48.0,1011.0,16.2,5,84.0
16.0,48.0,1011.0,16.2,5,81.0
16.0,48.0,1011.0,16.2,5,87.0
17.0,52.0,1012.0,14.76,5,81.0
17.0,52.0,1012.0,14.76,5,82.0
17.0,52.0,1012.0,14.76,5,75.0
17.0,52.0,1012.0,14.76,5,80.0
17.0,56.0,1012.0,7.2,5,80.0
17.0,56.0,1012.0,7.2,5,78.0
17.0,56.0,1012.0,7.2,5,74.0
17.0,56.0,1012.0,7.2,5,83.0
17.0,57.0,1012.0,11.88,5,77.0
17.0,57.0,1012.0,11.88,5,72.0
17.0,57.0,1012.0,11.88,5,64.0
17.0,57.0,1012.0,11.88,5,79.0
17.0,55.0,1011.0,12.96,5,77.0
17.0,55.0,1011.0,12.96,5,71.0
17.0,55.0,1011.0,12.96,5,57.0
17.0,55.0,1011.0,12.96,5,69.0
18.0,50.0,1011.0,15.12,5,70.0
18.0,50.0,1011.0,15.12,5,65.0
18.0,50.0,1011.0,15.12,5,60.0
18.0,50.0,1011.0,15.12,5,70.0
20.0,45.0,1010.0,11.52,5,69.0
20.0,45.0,1010.0,11.52,5,65.0
20.0,45.0,1010.0,11.52,5,64.0
